 11
 1 83012
 3038 600 321
 2453 436 1320 11
 2454 435 1357 4
 2455 436 1396 9
 2456 436 1435 11
 2457 438 1473 58
 2458 435 1502 26
 2459 435 1552 96
 2460 434 1587 51
 2461 436 1627 21
 2462 438 1665 37
 2463 437 1703 73
 2464 437 1744 96
 2465 438 1781 48
 2466 438 1822 26
 2467 437 1862 69
 2468 434 1900 80
 2469 391 1086 47
 2470 377 1192 58
 2471 385 1230 77
 2472 367 1268 29
 2473 378 1551 21
 2474 358 1841 14
 2475 346 1899 3
 2476 317 1122 89
 2477 322 1162 100
 2478 322 1200 1
 2479 319 1239 63
 2480 321 1277 69
 2481 319 1317 45
 2482 321 1353 42
 2483 321 1394 99
 2484 320 1430 83
 2485 320 1471 75
 2486 320 1550 51
 2487 321 1590 5
 2488 318 1625 28
 2489 319 1664 26
 2490 320 1704 19
 2491 321 1743 41
 2492 319 1784 35
 2493 321 1821 57
 2494 321 1859 28
 2495 319 1899 66
 2496 279 1061 66
 2497 283 1122 61
 2498 281 1161 23
 2499 281 1198 6
 2500 280 1240 78
 2501 282 1274 67
 2502 281 1318 82
 2503 281 1355 43
 2504 281 1395 65
 2505 281 1435 55
 2506 283 1473 12
 2507 281 1550 9
 2508 281 1584 12
 2509 282 1626 79
 2510 281 1667 99
 2511 281 1704 5
 2512 281 1743 94
 2513 284 1783 26
 2514 283 1822 11
 2515 282 1860 27
 2516 282 1900 79
 2517 216 1181 2
 2518 246 1373 30
 2519 241 1433 4
 2520 230 1471 89
 2521 260 1514 88
 2522 236 1541 31
 2523 235 1838 56
 2524 205 1063 31
 2525 167 1100 81
 2526 170 1131 35
 2527 166 1084 31
 2528 165 1202 92
 2529 167 1239 29
 2530 187 1260 33
 2531 168 1281 34
 2532 167 1315 89
 2533 165 1360 19
 2534 168 1391 30
 2535 167 1434 5
 2536 170 1471 74
 2537 167 1550 15
 2538 166 1587 87
 2539 165 1626 43
 2540 167 1665 87
 2541 167 1711 39
 2542 169 1743 31
 2543 167 1781 87
 2544 167 1820 90
 2545 168 1858 100
 2546 167 1901 76
 2547 131 1055 46
 2548 129 1094 100
 2549 128 1132 69
 2550 125 1172 9
 2551 128 1213 97
 2552 126 1250 63
 2553 128 1290 36
 2554 123 1327 32
 2555 127 1367 93
 2556 128 1405 35
 2557 129 1443 67
 2558 127 1485 52
 2559 128 1522 93
 2560 131 1560 56
 2561 129 1599 34
 2562 130 1638 19
 2563 130 1678 93
 2564 127 1713 95
 2565 128 1753 78
 2566 91 1058 89
 2567 89 1097 57
 2568 87 1131 100
 2569 87 1169 6
 2570 86 1211 1
 2571 86 1248 8
 2572 90 1292 54
 2573 87 1240 9
 2574 90 1369 87
 2575 86 1408 27
 2576 88 1445 29
 2577 90 1483 42
 2578 91 1520 41
 2579 88 1558 28
 2580 94 1606 56
 2581 91 1639 22
 2582 88 1676 27
 2583 89 1629 26
 2584 89 1758 66
 2585 53 1057 23
 2586 49 1094 13
 2587 49 1135 67
 2588 51 1175 63
 2589 51 1213 58
 2590 49 1251 71
 2591 50 1288 24
 2592 50 1328 55
 2593 51 1366 75
 2594 49 1404 94
 2595 51 1444 21
 2596 50 1483 66
 2597 51 1522 28
 2598 50 1558 48
 2599 53 1600 79
 2600 50 1637 58
 2601 50 1673 87
 2602 47 1712 38
 2603 50 1754 70
 2604 49 1795 44
 2605 11 1055 15
 2606 16 1095 30
 2607 12 1134 51
 2608 13 1173 62
 2609 15 1210 44
 2610 12 1249 99
 2611 11 1289 75
 2612 14 1328 81
 2613 13 1368 83
 2614 14 1406 56
 2615 16 1441 73
 2616 13 1482 18
 2617 14 1521 84
 2618 10 1561 11
 2619 12 1594 27
 2620 10 1637 94
 2621 15 1678 39
 2622 15 1714 51
 2623 11 1753 7
 2624 11 1793 93
 2625 21 1882 40
 2626 88 1327 25
 2627 88 1712 84
 2628 503 2002 100
 2629 512 2040 94
 2630 542 2099 62
 2631 521 2140 65
 2632 534 2179 10
 2633 484 2098 42
 2634 434 2062 61
 2635 414 2020 22
 2636 394 2137 83
 2637 426 2198 31
 2638 463 2277 85
 2639 484 2313 68
 2640 415 2292 47
 2641 435 2373 90
 2642 436 2437 89
 2643 463 2438 85
 2644 494 2458 37
 2645 484 2516 7
 2646 484 2552 1
 2647 483 2592 38
 2648 483 2630 20
 2649 484 2671 47
 2650 483 2707 53
 2651 484 2748 17
 2652 482 2784 2
 2653 482 2824 64
 2654 484 2863 52
 2655 485 2903 43
 2656 483 2939 82
 2657 521 2941 9
 2658 520 2899 60
 2659 523 2862 79
 2660 521 2823 55
 2661 521 2787 66
 2662 524 2745 55
 2663 520 2709 53
 2664 521 2669 26
 2665 522 2631 7
 2666 520 2593 54
 2667 473 3011 55
 2668 337 1933 90
 2669 359 1964 28
 2670 368 2001 46
 2671 368 2039 65
 2672 367 2079 87
 2673 367 2118 20
 2674 368 2160 36
 2675 367 2197 86
 2676 367 2238 42
 2677 368 2275 26
 2678 368 2313 37
 2679 370 2351 35
 2680 369 2392 10
 2681 365 2427 60
 2682 322 2080 12
 2683 319 2118 76
 2684 318 2156 50
 2685 319 2199 27
 2686 318 2233 71
 2687 319 2274 76
 2688 319 2315 46
 2689 318 2352 47
 2690 319 2394 68
 2691 318 2428 33
 2692 290 1972 13
 2693 281 1999 46
 2694 282 2042 52
 2695 280 2078 63
 2696 278 2115 52
 2697 280 2161 74
 2698 280 2195 18
 2699 279 2236 62
 2700 281 2278 40
 2701 280 2312 54
 2702 281 2355 45
 2703 280 2392 79
 2704 277 2427 89
 2705 348 2503 95
 2706 385 2524 15
 2707 387 2554 40
 2708 365 2582 45
 2709 376 2622 40
 2710 394 2750 41
 2711 395 2952 90
 2712 308 2526 41
 2713 279 2527 91
 2714 280 2563 82
 2715 321 2604 41
 2716 283 2600 93
 2717 316 2640 26
 2718 282 2640 3
 2719 321 2680 97
 2720 280 2679 49
 2721 320 2717 76
 2722 282 2717 100
 2723 320 2757 72
 2724 279 2755 84
 2725 318 2798 37
 2726 283 2794 13
 2727 319 2833 29
 2728 281 2832 74
 2729 318 2870 91
 2730 282 2869 4
 2731 321 2910 27
 2732 280 2910 39
 2733 320 2949 94
 2734 281 2949 9
 2735 557 3089 58
 2736 559 3125 42
 2737 556 3164 62
 2738 558 3201 55
 2739 558 3240 33
 2740 559 3279 83
 2741 558 3317 26
 2742 559 3356 20
 2743 561 3393 75
 2744 560 3437 4
 2745 490 3277 69
 2746 463 3085 75
 2747 462 3122 48
 2748 464 3163 17
 2749 463 3200 67
 2750 461 3235 81
 2751 464 3278 47
 2752 462 3316 67
 2753 464 3355 6
 2754 463 3395 25
 2755 464 3434 14
 2756 558 3532 37
 2757 559 3568 83
 2758 559 3604 28
 2759 562 3645 97
 2760 558 3685 94
 2761 561 3724 63
 2762 558 3766 17
 2763 559 3800 66
 2764 560 3839 13
 2765 561 3879 70
 2766 520 3760 70
 2767 509 3800 33
 2768 511 3840 43
 2769 509 3879 61
 2770 460 3489 67
 2771 443 3519 85
 2772 452 3565 22
 2773 464 3606 58
 2774 463 3644 86
 2775 461 3685 80
 2776 462 3721 37
 2777 463 3761 73
 2778 462 3801 85
 2779 462 3840 28
 2780 462 3877 96
 2781 444 3036 26
 2782 357 3037 100
 2783 394 3260 46
 2784 397 3339 16
 2785 396 3418 68
 2786 384 3512 62
 2787 388 3548 79
 2788 374 3609 32
 2789 403 3646 64
 2790 424 3687 28
 2791 406 3743 59
 2792 405 3906 50
 2793 442 3919 13
 2794 344 3087 8
 2795 349 3124 58
 2796 346 3162 20
 2797 347 3201 44
 2798 348 3238 61
 2799 347 3275 77
 2800 346 3317 62
 2801 349 3358 48
 2802 347 3397 47
 2803 349 3432 14
 2804 349 3477 19
 2805 347 3511 58
 2806 348 3547 16
 2807 346 3604 35
 2808 346 3643 51
 2809 347 3687 71
 2810 348 3724 91
 2811 346 3762 74
 2812 348 3798 31
 2813 344 3839 49
 2814 347 3876 61
 2815 324 3413 26
 2816 307 3501 24
 2817 296 3558 50
 2818 327 3629 52
 2819 296 3743 80
 2820 270 3124 25
 2821 272 3161 68
 2822 269 3197 74
 2823 272 3238 25
 2824 270 3279 59
 2825 271 3318 21
 2826 273 3356 85
 2827 250 3220 80
 2828 231 3288 6
 2829 221 3338 19
 2830 242 3377 49
 2831 263 3453 50
 2832 252 3529 48
 2833 212 3470 75
 2834 211 3514 8
 2835 272 3587 98
 2836 270 3624 58
 2837 268 3665 13
 2838 270 3706 25
 2839 270 3742 89
 2840 270 3784 2
 2841 270 3820 87
 2842 270 3858 59
 2843 271 3916 46
 2844 213 3824 19
 2845 194 3917 90
 2846 223 2021 31
 2847 222 2140 98
 2848 234 2410 27
 2849 231 2490 61
 2850 202 2079 82
 2851 203 2120 65
 2852 202 2159 28
 2853 203 2197 88
 2854 201 2237 96
 2855 204 2274 13
 2856 204 2316 82
 2857 202 2353 23
 2858 200 2392 69
 2859 204 2428 72
 2860 203 2602 80
 2861 204 2643 31
 2862 205 2699 67
 2863 205 2721 20
 2864 204 2759 94
 2865 204 2799 43
 2866 204 2836 82
 2867 203 2877 82
 2868 204 2913 15
 2869 204 2953 51
 2870 164 2003 58
 2871 165 2042 1
 2872 165 2081 85
 2873 164 2120 69
 2874 164 2159 1
 2875 165 2197 32
 2876 164 2233 78
 2877 164 2274 7
 2878 166 2315 46
 2879 165 2351 59
 2880 164 2392 36
 2881 164 2430 31
 2882 165 2487 93
 2883 164 2523 6
 2884 166 2567 13
 2885 165 2602 51
 2886 166 2643 26
 2887 163 2683 92
 2888 165 2721 85
 2889 165 2759 75
 2890 164 2799 100
 2891 163 2837 37
 2892 166 2869 42
 2893 166 2911 61
 2894 164 2954 18
 2895 128 2080 70
 2896 127 2140 30
 2897 127 2180 42
 2898 125 2219 51
 2899 125 2258 5
 2900 127 2296 94
 2901 125 2158 73
 2902 128 2373 31
 2903 127 2416 48
 2904 126 2448 42
 2905 128 2489 85
 2906 127 2528 17
 2907 127 2564 83
 2908 126 2607 89
 2909 127 2642 98
 2910 126 2683 7
 2911 126 2720 12
 2912 128 2760 9
 2913 127 2796 14
 2914 124 2834 76
 2915 127 2874 10
 2916 129 2914 48
 2917 78 1990 29
 2918 88 2137 27
 2919 90 2177 9
 2920 87 2218 81
 2921 87 2258 58
 2922 90 2298 5
 2923 91 2343 76
 2924 90 2373 84
 2925 92 2420 87
 2926 89 2449 71
 2927 87 2489 97
 2928 86 2524 1
 2929 90 2565 90
 2930 88 2604 81
 2931 89 2643 72
 2932 87 2679 55
 2933 89 2718 81
 2934 89 2757 26
 2935 90 2806 82
 2936 88 2835 56
 2937 87 2872 92
 2938 88 2911 92
 2939 50 2137 16
 2940 50 2176 56
 2941 51 2216 99
 2942 49 2257 17
 2943 50 2294 47
 2944 49 2334 40
 2945 49 2370 49
 2946 48 2408 7
 2947 50 2449 46
 2948 50 2489 89
 2949 50 2525 62
 2950 49 2564 67
 2951 50 2603 25
 2952 50 2643 58
 2953 49 2681 39
 2954 50 2717 24
 2955 50 2757 53
 2956 51 2796 26
 2957 49 2834 35
 2958 49 2874 97
 2959 -23 1994 13
 2960 10 2137 27
 2961 12 2178 86
 2962 11 2217 92
 2963 11 2256 83
 2964 11 2292 54
 2965 11 2333 89
 2966 13 2378 93
 2967 10 2411 7
 2968 9 2448 18
 2969 10 2484 33
 2970 9 2524 94
 2971 11 2563 42
 2972 10 2601 15
 2973 10 2640 48
 2974 11 2682 17
 2975 9 2718 30
 2976 10 2754 39
 2977 10 2801 68
 2978 10 2834 79
 2979 11 2872 46
 2980 126 2334 88
 2981 173 3143 62
 2982 174 3184 47
 2983 155 3123 84
 2984 154 3162 12
 2985 156 3203 6
 2986 154 3241 86
 2987 154 3278 63
 2988 154 3314 12
 2989 156 3355 96
 2990 153 3397 68
 2991 136 3468 5
 2992 135 3510 100
 2993 155 3551 23
 2994 156 3591 83
 2995 155 3627 70
 2996 155 3665 70
 2997 154 3707 76
 2998 152 3744 84
 2999 156 3791 2
 3000 155 3822 29
 3001 157 3861 76
 3002 115 3547 74
 3003 114 3585 39
 3004 114 3600 86
 3005 113 3610 26
 3006 113 3624 42
 3007 112 3663 41
 3008 112 3699 20
 3009 112 3739 56
 3010 112 3779 35
 3011 116 3819 74
 3012 113 3858 88
 3013 114 3898 14
 3014 105 3102 35
 3015 103 3159 38
 3016 107 3256 82
 3017 105 3295 71
 3018 105 3375 34
 3019 66 3215 95
 3020 64 3374 14
 3021 75 3462 34
 3022 36 3460 57
 3023 75 3546 82
 3024 37 3547 27
 3025 76 3624 11
 3026 35 3622 11
 3027 77 3702 24
 3028 37 3701 45
 3029 77 3778 30
 3030 37 3780 50
 3031 78 3858 96
 3032 36 3856 70
 3033 -4 3873 77
 3034 17 2052 4
 3035 16 2962 44
 3036 -66 3134 89
 3037 -68 3905 50
 3038 38 3941 69
 3 98483
 3038 800 238
 1 2830 40 65
 2 2830 77 44
 3 2830 114 66
 4 2831 155 74
 5 2830 194 56
 6 2831 231 82
 7 2831 269 55
 8 2831 309 44
 9 2830 347 76
 10 2830 384 84
 11 2792 35 48
 12 2792 75 6
 13 2790 115 93
 14 2792 153 8
 15 2791 191 30
 16 2791 231 43
 17 2790 271 10
 18 2791 306 78
 19 2791 345 5
 20 2792 384 69
 21 2800 460 17
 22 2801 499 68
 23 2801 538 45
 24 2800 578 27
 25 2802 620 29
 26 2800 654 28
 27 2800 694 75
 28 2802 732 22
 29 2800 772 24
 30 2800 810 92
 31 2762 459 70
 32 2761 497 53
 33 2761 540 46
 34 2761 578 83
 35 2762 591 13
 36 2763 656 16
 37 2762 694 49
 38 2761 731 40
 39 2762 770 68
 40 2761 808 46
 41 2801 946 63
 42 2803 1034 18
 43 2723 943 89
 44 2724 1029 91
 45 2702 1003 96
 46 2800 1098 80
 47 2799 1137 73
 48 2831 1158 63
 49 2801 1178 45
 50 2800 1216 94
 51 2829 1237 91
 52 2801 1254 68
 53 2800 1292 72
 54 2800 1331 28
 55 2801 1370 34
 56 2799 1409 57
 57 2804 1450 65
 58 2759 1098 86
 59 2762 1138 55
 60 2762 1178 82
 61 2761 1213 65
 62 2763 1255 31
 63 2761 1293 69
 64 2763 1330 72
 65 2761 1369 20
 66 2759 1411 47
 67 2761 1446 16
 68 2762 617 62
 69 2801 1507 10
 70 2800 1548 83
 71 2801 1581 36
 72 2801 1619 62
 73 2799 1656 58
 74 2800 1698 11
 75 2800 1738 22
 76 2800 1781 56
 77 2799 1820 14
 78 2800 1856 77
 79 2760 1506 77
 80 2760 1543 91
 81 2763 1586 56
 82 2761 1621 8
 83 2761 1659 5
 84 2761 1698 29
 85 2762 1737 68
 86 2761 1775 40
 87 2762 1821 28
 88 2762 1853 85
 89 2800 2067 64
 90 2798 2102 28
 91 2799 2143 21
 92 2801 2183 67
 93 2800 2221 41
 94 2801 2262 53
 95 2800 2299 61
 96 2800 2337 19
 97 2801 2376 56
 98 2800 2414 20
 99 2760 2066 92
 100 2760 2105 2
 101 2761 2144 34
 102 2761 2184 94
 103 2763 2222 48
 104 2760 2259 4
 105 2761 2297 15
 106 2760 2338 64
 107 2761 2372 48
 108 2800 2411 35
 109 2800 2491 18
 110 2772 2512 69
 111 2732 2491 43
 112 2788 2167 47
 113 2762 2676 98
 114 2732 2618 71
 115 2761 2903 20
 116 2761 2983 6
 117 2799 3041 92
 118 2800 3083 64
 119 2799 3117 45
 120 2799 3085 54
 121 2799 3195 50
 122 2798 3234 6
 123 2799 3274 18
 124 2798 3312 81
 125 2798 3350 71
 126 2797 3389 17
 127 2799 3427 62
 128 2800 3464 62
 129 2864 3474 57
 130 2865 3515 59
 131 2798 3563 33
 132 2798 3796 41
 133 2797 3794 44
 134 2698 39 74
 135 2697 116 56
 136 2716 191 8
 137 2696 540 28
 138 2704 1437 76
 139 2704 1583 54
 140 2703 1680 70
 141 2694 2221 72
 142 2704 2317 40
 143 2714 2345 98
 144 2733 2374 15
 145 2720 3100 24
 146 2721 3147 72
 147 2752 3198 52
 148 2712 3194 17
 149 2683 3196 60
 150 2642 3195 77
 151 2763 3292 1
 152 2761 3332 66
 153 2761 3369 88
 154 2760 3409 3
 155 2732 3467 38
 156 2701 3621 72
 157 2699 3852 59
 158 2781 3940 68
 159 2701 3940 18
 160 2623 3945 29
 161 2621 -5 99
 162 2744 18 84
 163 2649 25 46
 164 2609 48 22
 165 2659 94 77
 166 2658 134 42
 167 2659 171 72
 168 2658 208 73
 169 2657 248 96
 170 2660 285 84
 171 2659 325 38
 172 2659 368 79
 173 2545 92 24
 174 2543 131 25
 175 2543 170 4
 176 2541 212 35
 177 2538 248 67
 178 2544 288 66
 179 2541 246 33
 180 2541 362 32
 181 2571 270 72
 182 2571 325 75
 183 2485 36 10
 184 2524 54 80
 185 2494 249 8
 186 2590 393 35
 187 2641 411 53
 188 2659 441 28
 189 2660 500 1
 190 2660 538 97
 191 2658 577 35
 192 2659 618 8
 193 2660 656 98
 194 2661 701 86
 195 2658 733 52
 196 2659 772 3
 197 2582 439 30
 198 2592 521 66
 199 2581 770 7
 200 2543 497 89
 201 2542 536 87
 202 2543 579 87
 203 2542 615 77
 204 2542 657 88
 205 2543 691 82
 206 2543 734 76
 207 2541 771 47
 208 2542 808 75
 209 2543 847 92
 210 2540 877 78
 211 2617 847 6
 212 2620 916 25
 213 2570 1004 53
 214 2529 1003 32
 215 2656 1042 14
 216 2658 1082 83
 217 2656 1118 88
 218 2657 1159 91
 219 2656 1200 14
 220 2657 1236 49
 221 2657 1272 13
 222 2657 1314 21
 223 2616 1137 50
 224 2617 1195 47
 225 2624 1273 74
 226 2598 1314 53
 227 2558 1214 87
 228 2542 1040 79
 229 2540 1079 56
 230 2541 1121 71
 231 2540 1156 70
 232 2539 1195 71
 233 2539 1231 14
 234 2540 1272 89
 235 2540 1311 31
 236 2501 1342 70
 237 2540 1358 6
 238 2540 1398 66
 239 2512 1436 15
 240 2628 1435 27
 241 2643 1484 74
 242 2667 1524 99
 243 2666 1560 28
 244 2665 1601 81
 245 2667 1640 14
 246 2665 1679 15
 247 2665 1728 86
 248 2666 1755 53
 249 2666 1794 71
 250 2665 1836 90
 251 2667 1873 86
 252 2646 1486 43
 253 2617 1525 100
 254 2628 1715 99
 255 2618 1756 66
 256 2548 1524 50
 257 2550 1561 19
 258 2552 1600 46
 259 2550 1640 30
 260 2550 1677 22
 261 2551 1717 26
 262 2551 1756 93
 263 2551 1798 33
 264 2549 1832 62
 265 2550 1874 55
 266 2579 1893 63
 267 2665 1935 39
 268 2647 1991 69
 269 2667 2025 45
 270 2667 2064 18
 271 2667 2104 25
 272 2665 2139 47
 273 2666 2178 89
 274 2665 2220 85
 275 2665 2254 7
 276 2548 2258 96
 277 2549 2218 23
 278 2549 2180 37
 279 2550 2141 29
 280 2549 2103 97
 281 2548 2064 73
 282 2548 2025 20
 283 2538 1987 49
 284 2590 2333 61
 285 2666 2328 56
 286 2667 2394 47
 287 2667 2432 80
 288 2666 2470 53
 289 2666 2508 98
 290 2665 2550 56
 291 2665 2586 78
 292 2666 2626 83
 293 2549 2393 68
 294 2548 2431 55
 295 2549 2473 63
 296 2548 2512 96
 297 2546 2548 32
 298 2550 2591 80
 299 2548 2627 86
 300 2687 2716 10
 301 2686 2868 38
 302 2647 2711 37
 303 2645 2866 25
 304 2643 2906 10
 305 2645 2984 21
 306 2604 2905 65
 307 2605 3109 90
 308 2605 3136 74
 309 2606 3290 68
 310 2606 3333 96
 311 2606 3368 44
 312 2604 3410 10
 313 2568 3037 18
 314 2568 3079 6
 315 2568 3119 94
 316 2567 3157 97
 317 2566 3195 31
 318 2567 3234 66
 319 2568 3274 56
 320 2566 3310 43
 321 2568 3350 46
 322 2566 3386 12
 323 2567 3428 71
 324 2568 3466 20
 325 2352 89 34
 326 2348 125 97
 327 2349 168 93
 328 2349 208 67
 329 2350 244 100
 330 2349 286 13
 331 2350 322 4
 332 2400 333 23
 333 2466 323 9
 334 2406 207 14
 335 2378 168 23
 336 2417 130 90
 337 2397 70 27
 338 2468 283 67
 339 2467 242 46
 340 2494 245 28
 341 2467 208 61
 342 2462 168 44
 343 2465 129 27
 344 2465 90 17
 345 2421 383 99
 346 2377 449 36
 347 2458 392 94
 348 2468 467 54
 349 2507 561 60
 350 2351 534 36
 351 2352 574 18
 352 2350 614 42
 353 2350 652 71
 354 2352 691 73
 355 2350 727 32
 356 2351 768 68
 357 2467 765 60
 358 2466 729 80
 359 2466 692 19
 360 2466 649 96
 361 2466 613 91
 362 2466 574 69
 363 2467 540 40
 364 2513 572 49
 365 2350 827 42
 366 2418 836 26
 367 2438 875 26
 368 2475 833 50
 369 2495 941 97
 370 2388 942 17
 371 2348 940 19
 372 2475 1008 12
 373 2466 1038 3
 374 2351 1040 44
 375 2350 1075 74
 376 2349 1114 3
 377 2347 1152 15
 378 2349 1192 69
 379 2349 1232 5
 380 2348 1270 43
 381 2348 1307 4
 382 2388 1209 59
 383 2408 1116 21
 384 2468 1310 92
 385 2466 1269 53
 386 2465 1232 35
 387 2484 1212 62
 388 2465 1190 70
 389 2465 1158 43
 390 2462 1112 43
 391 2466 1075 64
 392 2367 1354 64
 393 2380 1433 5
 394 2338 1452 57
 395 2415 1482 55
 396 2436 1431 40
 397 2425 1394 73
 398 2426 1358 64
 399 2465 1471 40
 400 2473 1373 81
 401 2321 1522 1
 402 2320 1557 14
 403 2320 1598 69
 404 2318 1638 26
 405 2320 1673 12
 406 2321 1717 84
 407 2322 1755 40
 408 2321 1794 42
 409 2321 1832 37
 410 2322 1872 29
 411 2349 1831 22
 412 2377 1870 21
 413 2378 1830 9
 414 2378 1789 22
 415 2378 1752 18
 416 2378 1714 31
 417 2377 1679 77
 418 2376 1637 95
 419 2378 1597 45
 420 2378 1558 48
 421 2380 1524 30
 422 2525 1880 50
 423 2493 1868 53
 424 2495 1830 73
 425 2493 1791 19
 426 2492 1753 20
 427 2493 1714 53
 428 2491 1676 88
 429 2492 1634 27
 430 2493 1601 40
 431 2494 1559 98
 432 2494 1349 65
 433 2378 2022 6
 434 2379 2059 19
 435 2377 2099 99
 436 2379 2137 80
 437 2377 2177 34
 438 2379 2218 33
 439 2379 2254 14
 440 2454 2041 3
 441 2474 1953 75
 442 2495 2288 13
 443 2493 2255 62
 444 2494 2218 21
 445 2491 2176 13
 446 2492 2138 58
 447 2493 2100 92
 448 2493 2061 53
 449 2495 2022 97
 450 2377 2388 53
 451 2378 2425 77
 452 2377 2468 96
 453 2376 2501 93
 454 2377 2547 10
 455 2379 2586 6
 456 2378 2624 24
 457 2378 2663 75
 458 2406 2428 3
 459 2437 2505 21
 460 2448 2624 28
 461 2495 2665 18
 462 2495 2623 15
 463 2495 2585 99
 464 2493 2547 12
 465 2493 2506 25
 466 2495 2468 35
 467 2494 2429 30
 468 2494 2391 89
 469 2379 2749 100
 470 2377 2786 78
 471 2377 2825 79
 472 2375 2865 14
 473 2378 2903 45
 474 2376 2943 12
 475 2377 2981 17
 476 2446 2769 13
 477 2436 2729 7
 478 2529 2979 89
 479 2515 3013 57
 480 2494 2982 48
 481 2491 2942 79
 482 2491 2902 40
 483 2492 2865 65
 484 2492 2825 19
 485 2493 2786 24
 486 2493 2748 55
 487 2531 2827 70
 488 2531 2787 41
 489 2530 2710 59
 490 2376 3057 49
 491 2376 3095 28
 492 2376 3136 74
 493 2378 3175 48
 494 2377 3212 68
 495 2377 3251 69
 496 2375 3288 23
 497 2377 3328 68
 498 2378 3368 23
 499 2376 3408 61
 500 2424 3426 81
 501 2454 3444 30
 502 2494 3403 56
 503 2495 3368 85
 504 2493 3326 63
 505 2492 3286 97
 506 2493 3248 23
 507 2493 3210 26
 508 2493 3170 82
 509 2492 3127 71
 510 2494 3095 55
 511 2495 3059 54
 512 2390 3550 30
 513 2385 3695 22
 514 2504 3813 88
 515 2268 3813 66
 516 2150 91 1
 517 2150 129 3
 518 2149 165 96
 519 2147 209 26
 520 2149 244 40
 521 2147 282 94
 522 2149 323 6
 523 2179 243 54
 524 2191 66 81
 525 2228 76 45
 526 2227 108 32
 527 2218 303 69
 528 2240 341 27
 529 2267 325 24
 530 2268 282 53
 531 2326 306 73
 532 2267 243 24
 533 2302 223 1
 534 2265 203 58
 535 2305 188 10
 536 2264 167 62
 537 2267 127 93
 538 2265 87 9
 539 2303 72 46
 540 2111 428 89
 541 2111 466 73
 542 2187 426 43
 543 2246 486 58
 544 2266 464 40
 545 2317 468 98
 546 2229 406 66
 547 2150 534 51
 548 2149 573 67
 549 2147 611 70
 550 2144 651 65
 551 2150 691 86
 552 2148 728 65
 553 2148 848 72
 554 2128 807 19
 555 2178 611 58
 556 2188 642 77
 557 2225 515 83
 558 2225 555 86
